Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
06/22/2007,1408,"In New York, haunted house skeptic author Mike checks into a notable room in the Dolphin Hotel. He confronts ghosts, dreams, and genuine terror.",Mikael Håfström,"John Cusack,
Samuel L. Jackson,
Mary McCormack",Gabriel Yared,
06/22/2007,Evan Almighty,Prestige Crest Congressman Evan is told by God to build an ark to prepare for a coming flood. Wife Joan and their three sons bond with him building.,Tom Shadyac,"Steve Carell,
Morgan Freeman,
Lauren Graham",John Debney,Bruce Almighty 2
06/27/2007,Live Free or Die Hard,John McClane and a young hacker work to take down a cyber-terrorist who plans a cyber attack designed to disable the full nation's infrastructure.,Len Wiseman,"Bruce Willis,
Justin Long,
Timothy Olyphant",Marco Beltrami,Die Hard 4
06/29/2007,Ratatouille,"In Paris, a rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant as they hope to impress a food critic.",Brad Bird,"Patton Oswalt,
Lou Romano,
Ian Holm",Michael Giacchino,
07/03/2007,License to Wed,Reverend Frank has engaged Sadie and Ben do a taxing prenuptial preparation course to check if they are meant to be married in her family church.,Ken Kwapis,"Robin Williams,
Mandy Moore,
John Krasinski",Christophe Beck,
07/03/2007,Transformers,Teenagers Sam and Mikaela help Optimus Prime and the Autobots in a battle against Megatron and his Decepticons. Both seek the powerful AllSpark.,Michael Bay,"Shia LaBeouf,
Tyrese Gibson,
Josh Duhamel",Steve Jablonsky,
07/04/2007,Rescue Dawn,"In 1966, a German-born U.S. fighter pilot is shot down over Laos. In his struggle of survival, he is tortured in a prison camp and escapes to jungles.",Werner Herzog,"Christian Bale,
Steve Zahn,
Jeremy Davies","Klaus Badelt,
Ernst Reijseger",
07/11/2007,Harry Potter and the Order of the Phoenix,"With widespread doubt about Voldemort's return, Harry and Dumbledore are targeted as a cruel bureaucrat professor seizes power at Hogwarts.",David Yates,"Daniel Radcliffe,
Rupert Grint,
Emma Watson",Nicholas Hooper,Harry Potter 5
07/13/2007,Talk to Me,"Ex-con Ralph ""Petey"" Greene becomes a popular Washington D.C. radio personality, talk show host, and community activist in the 1960s.",Kasi Lemmons,"Don Cheadle,
Chiwetel Ejiofor,
Taraji P. Henson",Terence Blanchard,
07/20/2007,Hairspray,"In 1962 Baltimore, teenager Tracy and her friend Penny pursue stardom as dancers on a local teen dance show and rally against racial segregation.",Adam Shankman,"Nikki Blonsky,
John Travolta,
Michelle Pfeiffer",Marc Shaiman,
07/20/2007,I Now Pronounce You Chuck & Larry,"Two straight, single Brooklyn firefighters pretend to be a gay couple in order to receive domestic partner benefits.",Dennis Dugan,"Adam Sandler,
Kevin James,
Jessica Biel",Rupert Gregson-Williams,
07/20/2007,Sunshine,"In 2057, an astronaut team on the Icarus II tackle a mission to reignite the dying Sun with a nuclear fission bomb. They locate a formerly sent Icarus I.",Danny Boyle,"Cillian Murphy,
Chris Evans,
Rose Byrne","John Murphy,
Underworld",
07/27/2007,I Know Who Killed Me,"In New Salem, Aubrey, a pianist, is abducted and tortured by a cruel serial killer. An injured woman that looks like her insists she is Dakota, a stripper.",Chris Sivertson,"Lindsay Lohan,
Julia Ormond,
Neal McDonough",Joel McNeely,
07/27/2007,The Simpsons Movie,"Pig-obsessed Homer pollutes Springfield's water supply, so the EPA traps the town in a dome. His family head to Alaska but return to save the town.",David Silverman,"Dan Castellaneta,
Julie Kavner,
Nancy Cartwright",Hans Zimmer,
08/03/2007,Becoming Jane,"In 1795, aspiring writer Jane Austen falls in love with an Irish lawyer but thinks a marriage would destroy both their families due to lack of money.",Julian Jarrold,"Anne Hathaway,
James McAvoy,
Julie Walters",Adrian Johnston,
08/03/2007,Hot Rod,Self-proclaimed stuntman Rod Kimble prepares for a jump clearing 15 buses to raise money for his tough stepfather's life-saving heart operation.,Akiva Schaffer,"Andy Samberg,
Isla Fisher,
Jorma Taccone",Trevor Rabin,
08/03/2007,The Bourne Ultimatum,Bourne learns from a reporter about Blackbriar. A new set of memories leads him to a station chief while he dodges a CIA official's efforts to kill him.,Paul Greengrass,"Matt Damon,
Julia Stiles,
David Strathairn",John Powell,Jason Bourne 3
08/03/2007,Underdog,A lab accident gives a beagle superpowers that it uses to defend Capitol City from a mad scientist.  His young owner and friend keeps him a secret.,Frederik Du Chau,"Jim Belushi,
Peter Dinklage,
Jason Lee",Randy Edelman,
08/10/2007,Rush Hour 3,"After an attempted assassination on Ambassador Han, Lee and Carter head to Paris to protect a French woman who knows of secret triad leaders.",Brett Ratner,"Jackie Chan,
Chris Tucker,
Hiroyuki Sanada",Lalo Schifrin,
08/10/2007,Stardust,"In English village Wall, Tristan promises Victoria he will obtain a fallen star in magic Stormhold. He collects the star, Yvaine, as witches also seek her.",Matthew Vaughn,"Claire Danes,
Charlie Cox,
Michelle Pfeiffer",Ilan Eshkeri,
08/17/2007,Death at a Funeral,"In England, chaos ensues when a man tries to expose a dark secret of a recently dead patriarch of a dysfunctional British family during his funeral.",Frank Oz,"Matthew Macfadyen,
Rupert Graves,
Andy Nyman",Murray Gold,
08/17/2007,Superbad,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,Greg Mottola,"Jonah Hill,
Michael Cera,
Seth Rogen",Lyle Workman,
08/17/2007,The Invasion,"In Washington, D.C., psychiatrist Carol unearths the origin of an alien epidemic. She discovers her formerly ill son has an immunity to a brain spore.",Oliver Hirschbiegel,"Nicole Kidman,
Daniel Craig,
Jeremy Northam",John Ottman,
08/17/2007,The King of Kong: A Fistful of Quarters,"In Redmond, teacher Steve Wiebe aims to break the ""Donkey Kong"" record held by Billy Mitchell. Amidst controversy, he aims to set the record live.",Seth Gordon,"Steve Wiebe,
Billy Mitchell,
Walter Day",Craig Richey,
08/24/2007,Mr. Bean's Holiday,"Mr. Bean wins a trip to Cannes, but he separates a boy from his father and must help them reunite. He discovers France, bicycling, and extra acting.",Steve Bendelack,"Rowan Atkinson,
Emma de Caunes,
Max Baldry",Howard Goodall,Bean 2
08/24/2007,Resurrecting the Champ,"Journalist Erik rescues a homeless man claiming to be a boxing legend and writes an article about him, only to discover he is actually someone else.",Rod Lurie,"Samuel L. Jackson,
Josh Hartnett,
Kathryn Morris",Larry Groupé,
08/24/2007,The Nanny Diaries,"A college graduate works as a nanny for a weathy New York family. She juggles their dysfunction, a new romance, and the spoiled brat in her charge.","Shari Springer Berman,
Robert Pulcini","Scarlett Johansson,
Laura Linney,
Alicia Keys",Mark Suozzo,
08/24/2007,War,An FBI Agent seeks vengeance on a mysterious assassin known as Rogue who murdered his partner and now works for two gangs.,Philip G. Atwell,"Jet Li,
Jason Statham,
John Lone",Brian Tyler,
08/29/2007,Balls of Fury,A former ping-pong prodigy is recruited by an FBI agent to smoke out his father's mastermind killer in a deadly underground ping-pong tournament.,Robert Ben Garant,"Dan Fogler,
Christopher Walken,
George Lopez",Randy Edelman,
08/31/2007,Death Sentence,An executive wants revenge after his son is killed by a gang as an initiation ritual. He must protect his family from the gang's resulting vengeance.,James Wan,"Kevin Bacon,
Garrett Hedlund,
Kelly Preston",Charlie Clouser,
08/31/2007,Halloween,"After being committed for 17 years, Michael Myers escapes from the mental institution and immediately returns to Haddonfield to find his baby sister Laurie.",Rob Zombie,"Malcolm McDowell,
Sheri Moon Zombie,
Tyler Mane",Tyler Bates,Halloween 9
09/07/2007,3:10 to Yuma,"In 1884 Arizona, poor rancher with two sons Dan agrees to deliver captured, violent outlaw Wade to a train to prison. Wade's gang tries to free him.",James Mangold,"Russell Crowe,
Christian Bale,
Peter Fonda",Marco Beltrami,
09/07/2007,Shoot 'Em Up,A carrot-eating drifter named Mr. Smith delivers a woman's baby during a warehouse shootout and protects the newborn from the army of gunmen.,Michael Davis,"Clive Owen,
Paul Giamatti,
Monica Bellucci",Paul Haslinger,
09/14/2007,Eastern Promises,A Russian teen living in London who dies leaves clues to a midwife in her journal that ties her child to a rape involving a violent Russian mob family.,David Cronenberg,"Viggo Mortensen,
Naomi Watts,
Vincent Cassel",Howard Shore,
09/14/2007,The Brave One,"In New York, after a brutal assault that killed her fiancé and left her in a coma, a radio host seeks vengeance with a handgun against the criminals.",Neil Jordan,"Jodie Foster,
Terrence Howard,
Naveen Andrews",Dario Marianelli,
09/21/2007,Good Luck Chuck,"To keep the love of a marine biologist, Charlie has to break the curse where women who sleep with him meet their true loves immediately afterwards.",Mark Helfrich,"Dane Cook,
Jessica Alba,
Dan Fogler",Aaron Zigman,
09/21/2007,Into the Wild,"A top student abandons his possessions, gives his entire $24,000 savings account to charity, and hitchhikes to Alaska to live in the wilderness.",Sean Penn,"Emile Hirsch,
Marcia Gay Harden,
William Hurt","Michael Brook,
Kaki King,
Eddie Vedder",
09/21/2007,Resident Evil: Extinction,Raccoon City survivors led by Claire travel across the Mojave desert to Alaska to escape zombies. Alice joins them and encounters clones of herself.,Russell Mulcahy,"Milla Jovovich,
Oded Fehr,
Ali Larter",Charlie Clouser,Resident Evil 3
09/21/2007,Sydney White,A college freshman pledges to her late mother's once dignified sorority. She later joins seven male outcasts to take on the reigning campus queen.,Joe Nussbaum,"Amanda Bynes,
Sara Paxton,
Matt Long",Deborah Lurie,
09/21/2007,The Assassination of Jesse James by the Coward Robert Ford,"In 1881 Missouri, starstruck Robert Ford tries to join Jesse James' gang. He grows resentful and agrees to kill him for a big bounty and full pardon.",Andrew Dominik,"Brad Pitt,
Casey Affleck,
Sam Shepard","Nick Cave,
Warren Ellis",
09/28/2007,The Game Plan,"Boston Rebels quarterback Joe learns he has an 8-year-old daughter. Despite fears of distraction, he connects with her and supports ballet lessons.",Andy Fickman,"Dwayne Johnson,
Madison Pettis,
Kyra Sedgwick",Nathan Wang,
09/28/2007,The Kingdom,An elite team of FBI investigation agents are sent to investigate the deadly bombing of an American oil company housing compound in Saudi Arabia.,Peter Berg,"Jamie Foxx,
Chris Cooper,
Jennifer Garner",Danny Elfman,
10/05/2007,Michael Clayton,A law firm brings in its fixer after a lawyer has a breakdown representing a chemical company he knows is guilty in a billion-dollar class action suit.,Tony Gilroy,"George Clooney,
Tom Wilkinson,
Tilda Swinton",James Newton Howard,
10/05/2007,The Heartbreak Kid,A newly wed man who believes he has just gotten hitched to the perfect woman becomes annoyed by her. He meets another lady on his honeymoon.,"Peter Farrelly,
Bobby Farrelly","Ben Stiller,
Michelle Monaghan,
Malin Åkerman","Bill Ryan,
Brendan Ryan",
10/12/2007,Across the Universe,The music of The Beatles and the Vietnam War form the backdrop for a romance between a rich American girl and a poor Liverpudlian artist.,Julie Taymor,"Evan Rachel Wood,
Jim Sturgess,
Joe Anderson",Elliot Goldenthal,
10/12/2007,Elizabeth: The Golden Age,"Queen Elizabeth endures multiple crises late in her reign including court intrigues, assassination plots, the Spanish Armada, and romantic failures.",Shekhar Kapur,"Cate Blanchett,
Geoffrey Rush,
Clive Owen","A. R. Rahman,
Craig Armstrong",Elizabeth 2
10/12/2007,Lars and the Real Girl,"In Wisconsin, a delusional young man strikes up an unconventional relationship with a doll he finds on the Internet. His entire town shows support.",Craig Gillespie,"Ryan Gosling,
Emily Mortimer,
Paul Schneider",David Torn,
10/12/2007,Sleuth,"On his sprawling country estate, an aging British writer matches wits with the struggling actor who has taken his wife's heart. They play mind games.",Kenneth Branagh,"Michael Caine,
Jude Law,
Harold Pinter",Patrick Doyle,
10/12/2007,We Own the Night,"In 1988 Brooklyn, a nightclub manager tries to save his NYPD brother and father from Russian mafia hitmen retaliating for them building a case.",James Gray,"Joaquin Phoenix,
Mark Wahlberg,
Eva Mendes",Wojciech Kilar,
10/12/2007,Why Did I Get Married?,"Eight married college friends head to Colorado for their annual weeklong reunion, but all their moods shift when one couple's infidelity is made known.",Tyler Perry,"Tyler Perry,
Janet Jackson,
Jill Scott",Aaron Zigman,
10/19/2007,30 Days of Night,"After an Alaskan town is plunged into darkness for a month, it is attacked by a bloodthirsty gang of vampires. A sheriff leads survivors to shelter.",David Slade,"Josh Hartnett,
Melissa George,
Danny Huston",Brian Reitzell,
10/19/2007,Gone Baby Gone,"In Boston, two detectives look into the kidnapping of the four-year-old daughter of drug mules. They learn her fate but debate whether to tell the truth.",Ben Affleck,"Casey Affleck,
Michelle Monaghan,
Morgan Freeman",Harry Gregson-Williams,
10/26/2007,Before the Devil Knows You're Dead,"When two brothers organize the robbery of their parents' jewelry store the job goes horribly wrong, leaving their mother dead and their father mad.",Sidney Lumet,"Philip Seymour Hoffman,
Ethan Hawke,
Marisa Tomei",Carter Burwell,
10/26/2007,Dan in Real Life,"In Rhode Island, a journalist widower raising three daughters finds Marie, the woman he loves, is his brother's girlfriend. Tension grows between them.",Peter Hedges,"Steve Carell,
Juliette Binoche,
Dane Cook",Sondre Lerche,
10/26/2007,Saw IV,"Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.",Darren Lynn Bousman,"Tobin Bell,
Costas Mandylor,
Scott Patterson",Charlie Clouser,
10/26/2007,The Darjeeling Limited,Three estranged brothers agree to meet in India a year after their father's funeral to begin a spiritual journey aboard a train. They run into their mother.,Wes Anderson,"Owen Wilson,
Adrien Brody,
Jason Schwartzman",N/A,
11/02/2007,American Gangster,"After the death of his mentor, Frank becomes the top importer of heroin in Harlem. An outcast New York detective is charged with bringing him down.",Ridley Scott,"Russell Crowe,
Denzel Washington,
Chiwetel Ejiofor",Marc Streitenfeld,
11/02/2007,Bee Movie,"A bee tires of his one career choice of making honey. Outside the hive, he befriends a New York florist and sues the human race for eating honey.","Simon J. Smith,
Steve Hickner","Jerry Seinfeld,
Renée Zellweger,
Matthew Broderick",Rupert Gregson-Williams,
11/09/2007,Fred Claus,Santa's bitter older brother Fred is forced to move to the North Pole to help him and elves get ready for Christmas. He wants cash for a secret casino.,David Dobkin,"Vince Vaughn,
Paul Giamatti,
Rachel Weisz",Christophe Beck,
11/09/2007,Lions for Lambs,"The injuries of two Army Rangers behind enemy lines in Afghanistan set off events involving a U.S. senator, a TV journalist, and a college professor.",Robert Redford,"Robert Redford,
Meryl Streep,
Tom Cruise",Mark Isham,
11/09/2007,No Country for Old Men,"In 1980, a hunter finds $2 million and takes it with him. A merciless killer picks up his trail, while an aging lawman tries to locate and protect him.","Joel Coen,
Ethan Coen","Tommy Lee Jones,
Javier Bardem,
Josh Brolin",Carter Burwell,
11/09/2007,P2,A bank businesswoman is pursued by a security guard psychopath after being locked in a parking garage on Christmas Eve. He states he loves her.,Franck Khalfoun,"Wes Bentley,
Rachel Nichols,
Simon Reynolds",Tomandandy,
11/14/2007,Southland Tales,"During a heat wave, an action star with amnesia meets a porn star developing her own reality TV project and a policeman who thinks he has a twin.",Richard Kelly,"Dwayne Johnson,
Seann William Scott,
Sarah Michelle Gellar",Moby,
11/16/2007,Beowulf,"In 507, a Geatish warrior travels to Denmark and mortally wounds the monster Grendel. His mother takes revenge by killing his men and cursing him.",Robert Zemeckis,"Ray Winstone,
Anthony Hopkins,
John Malkovich",Alan Silvestri,
11/16/2007,Margot at the Wedding,"Writer Margot and her son Claude decide to visit her sister Pauline before she marries an unfaithful musician, Malcolm. Anger exposes family secrets.",Noah Baumbach,"Nicole Kidman,
Jennifer Jason Leigh,
Jack Black",N/A,
11/16/2007,Mr. Magorium's Wonder Emporium,"The young apprentice of a 243-year-old eccentric toy store owner learns to believe in herself, and in her friends, upon learning he intends to leave it.",Zach Helm,"Dustin Hoffman,
Natalie Portman,
Jason Bateman","Alexandre Desplat,
Aaron Zigman",
11/21/2007,August Rush,"Musical prodigy Evan listens to Wizard and plays his guitar to find his birth parents that were forced apart, not knowing their son was put for adoption.",Kirsten Sheridan,"Freddie Highmore,
Keri Russell,
Jonathan Rhys Meyers",Mark Mancina,
11/21/2007,Enchanted,"Ready to marry in Andalasia, Giselle is sent away to New York by a magic queen. She meets a girl and her lawyer father, with whom she falls in love.",Kevin Lima,"Amy Adams,
Patrick Dempsey,
James Marsden",Alan Menken,
11/21/2007,Hitman,"Agent 47, who was trained to be an assassin by the Organization, is stuck in a political conspiracy. He is pursued by Interpol and the Russian FSB.",Xavier Gens,"Timothy Olyphant,
Dougray Scott.
Robert Knepper",Geoff Zanelli,
11/21/2007,I'm Not There,Six personas of Bob Dylan experience life events chronicling his rise from an unknown folksinger to an international icon who often reinvents himself.,Todd Haynes,"Christian Bale,
Cate Blanchett,
Marcus Carl Franklin",N/A,
11/21/2007,The Mist,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hide in a supermarket fighting to survive.",Frank Darabont,"Thomas Jane,
Marcia Gay Harden,
Laurie Holden",Mark Isham,
11/21/2007,This Christmas,"For the first occasion in four years, Ma'Dere and boyfriend Joe are joined by her children Quentin, Lisa, Kelli, Claude, Mel, and Baby for Christmas.",Preston A. Whitmore II,"Delroy Lindo,
Idris Elba,
Loretta Devine",Marcus Miller,
12/05/2007,Juno,"In Minnesota, a 16-year-old girl is pregnant by her friend Paulie, whom she asks to stay distant. She begins a closed adoption with Mark and Vanessa.",Jason Reitman,"Elliot Page,
Michael Cera,
Jennifer Garner",Mateo Messina,
12/07/2007,Atonement,13-year-old fledgling writer Briony changes the courses of several lives when she accuses her older sister's lover of a crime he did not commit.,Joe Wright,"James McAvoy,
Keira Knightley,
Saoirse Ronan",Dario Marianelli,
12/07/2007,The Golden Compass,"Orphan Lyra joins seafarers on a trip north to hire armoured bear Iorek to search for children taken by Gobblers, a group helped by the Magisterium.",Chris Weitz,"Nicole Kidman,
Sam Elliott,
Eva Green",Alexandre Desplat,
12/12/2007,The Perfect Holiday,Aspiring songwriter Benjamin hears a request as a mall Santa to help divorced mother Nancy meet a man. He grows close to her and three children.,Lance Rivera,"Morris Chestnut,
Gabrielle Union,
Charlie Murphy",Christopher Lennertz,
12/14/2007,Alvin and the Chipmunks,"In Los Angeles, three musical chipmunk brothers are found by an aspiring songwriter who wants to use their amazing singing abilities to gain fame.",Tim Hill,"Justin Long,
Matthew Gray Gubler,
Jesse McCartney",Christopher Lennertz,
12/14/2007,I Am Legend,"In 2012 New York City, sole survivor and virologist Robert avoids Darkseekers with a dog and works on a cure. Immune Anna and Ethan befriend him.",Francis Lawrence,"Will Smith,
Alice Braga,
Dash Mihok",James Newton Howard,
12/21/2007,Charlie Wilson's War,"In the 1980s, a Texas congressman makes covert deals in Afghanistan. His efforts to assist rebels in their war with Soviets have unforeseen effects.",Mike Nichols,"Tom Hanks,
Julia Roberts,
Philip Seymour Hoffman",James Newton Howard,
12/21/2007,National Treasure: Book of Secrets,Ben Gates must follow a clue left in John Wilkes Booth's diary to prove to a dealer his ancestor's innocence in the theatre assassination of Lincoln.,Jon Turteltaub,"Nicolas Cage,
Jon Voight,
Harvey Keitel",Trevor Rabin,National Treasure 2
12/21/2007,P.S. I Love You,"In Manhattan, young widow Holly discovers that her late husband Gerry has left her ten messages intended to ease her pain and begin another life.",Richard LaGravenese,"Hilary Swank,
Gerard Butler,
Lisa Kudrow",John Powell,
12/21/2007,Sweeney Todd: The Demon Barber of Fleet Street,"In 1846, an English barber murders his customers with a razor and, with the help of his accomplice processes the corpses into meat pies they serve.",Tim Burton,"Johnny Depp,
Helena Bonham Carter,
Alan Rickman",Stephen Sondheim,
12/21/2007,Walk Hard: The Dewey Cox Story,"After killing his brother, Dewey follows a long road to music stardom. He marries Edith and Darlene, sings different styles, and suffers drug addictions.",Jake Kasdan,"John C. Reilly,
Kristen Wiig,
Raymond J. Barry",Michael Andrews,
12/25/2007,Aliens vs. Predator: Requiem,"Colorado residents band together to survive a conflict between Wolf, a Predator hunting down Xenomorphs, and the Predalien, an alien hybrid.",The Brothers Strause,"Steven Pasquale,
Reiko Aylesworth,
John Ortiz",Brian Tyler,Alien vs. Predator 2
12/25/2007,The Bucket List,"Two old men, a mechanic and a billionaire, meet in a hospital room, both with terminal lung cancer. They plan to finish a wish list before their deaths.",Rob Reiner,"Jack Nicholson,
Morgan Freeman,
Sean Hayes",Marc Shaiman,
12/25/2007,The Great Debaters,"In 1935, a professor at Texas' black Wiley College pushes students to form its first debate team, one that takes on Harvard in a national championship.",Denzel Washington,"Denzel Washington,
Forest Whitaker,
Nate Parker","Peter Golub,
James Newton Howard",
12/26/2007,There Will Be Blood,A ruthless oil prospector moves to California and uses his son to project a family man image. He swindles local landowners to sell their properties.,Paul Thomas Anderson,"Daniel Day-Lewis,
Paul Dano,
Kevin J. O'Connor",Jonny Greenwood,
12/28/2007,The Orphanage,"In 1975 Spain, Laura brings her family to her old home intended for handicapped orphans. Her adopted son starts talking with an invisible friend.",J. A. Bayona,"Belén Rueda,
Fernando Cayo,
Roger Príncep",Fernando Velázquez,
01/11/2008,First Sunday,"Two bungling, petty criminals try to rob a church, but a staff member stole all its cash. They spend the night with church members to gain the money.",David E. Talbert,"Ice Cube,
Katt Williams,
Tracy Morgan",Stanley Clarke,
01/18/2008,27 Dresses,"After serving as a bridesmaid 27 times, a woman struggles standing by her sister's side as her sister marries the man she's secretly in love with.",Anne Fletcher,"Katherine Heigl,
James Marsden,
Malin Åkerman",Randy Edelman,
01/18/2008,Cloverfield,A group of friends venture deep into the streets of New York on a mission to rescue a trapped friend during a rampaging monster attack that one films.,Matt Reeves,"Lizzy Caplan,
Jessica Lucas,
T.J. Miller",N/A,
01/18/2008,Mad Money,"In Kansas, newly poor wife Bridget, single mother Nina, and music-loving Jackie work at and steal from a federal reserve bank. They are all caught.",Callie Khouri,"Diane Keaton,
Queen Latifah,
Katie Holmes","James Newton Howard,
Marty Davich",
01/25/2008,Meet the Spartans,Sparta's King Leonidas and his army of twelve go to war against Persia's Xerxes to fight for Sparta's freedom. His wife Margo works to get him troops.,"Jason Friedberg,
Aaron Seltzer","Sean Maguire,
Carmen Electra,
Ken Davitian",Christopher Lennertz,
01/25/2008,Rambo,"In Thailand, John leads a squad of mercenaries into Burma so they can rescue some Christian aid workers kidnapped by ruthless infantry soldiers.",Sylvester Stallone,"Sylvester Stallone,
Julie Benz,
Paul Schulze",Brian Tyler,Rambo 4
01/25/2008,Untraceable,FBI agent Jennifer hunts down a serial killer who posts gruesome live videos of his victims dying from contraptions driven by views on the Internet.,Gregory Hoblit,"Diane Lane,
Billy Burke,
Colin Hanks",Christopher Young,
02/01/2008,Over Her Dead Body,"Kate, who dies the day of her wedding to Henry, is now a ghost. She haunts the deceptive psychic Ashley after she begins a relationship with Henry.",Jeff Lowell,"Eva Longoria,
Paul Rudd,
Lake Bell",David Kitay,
02/01/2008,Strange Wilderness,"When his father dies, Peter inherits a show about animals. To keep it, he and a team buy a map and then travel to Ecuador to find Bigfoot at his cave.",Fred Wolf,"Steve Zahn,
Allen Covert,
Jonah Hill",Waddy Wachtel,
02/08/2008,Fool's Gold,A treasure hunter seeking a sunken Spanish ship is divorced from his wife. They reunite after they find a new clue but encounter a criminal rapper.,Andy Tennant,"Matthew McConaughey,
Kate Hudson,
Donald Sutherland",George Fenton,
02/08/2008,In Bruges,"Guilt-stricken after aiming for a priest but killing a boy, an Irish hitman and his friend wait in Belgium for orders from their boss whom he still enrages.",Martin McDonagh,"Colin Farrell,
Brendan Gleeson,
Ralph Fiennes",Carter Burwell,
02/08/2008,Welcome Home Roscoe Jenkins,"In Georgia, talk show host Dr. R. J. Stevens visits family with his son and Bianca, a Survivor winner. He reunites with his rival cousin and a past crush.",Malcolm D. Lee,"Martin Lawrence,
Joy Bryant,
James Earl Jones",David Newman,
02/14/2008,"Definitely, Maybe",A political consultant tries to explain his impending divorce and past relationships to his 11-year-old daughter.,Adam Brooks,"Ryan Reynolds,
Isla Fisher,
Derek Luke",Clint Mansell,
02/14/2008,Jumper,A man with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.,Doug Liman,"Hayden Christensen,
Jamie Bell,
Rachel Bilson",John Powell,
02/14/2008,Step Up 2: The Streets,"In Baltimore, rebellious street dancer Andie and top MSA student Chase form a new dance crew to compete in an illegal dance battle competition.",Jon M. Chu,"Briana Evigan,
Robert Hoffman,
Will Kemp",Aaron Zigman,
02/14/2008,The Spiderwick Chronicles,"Upon moving into the Spiderwick estate with their mother, twin brothers and their sister are pulled into another world, of faeries and other creatures.",Mark Waters,"Freddie Highmore,
Sarah Bolger,
Mary-Louise Parker",James Horner,
02/22/2008,Be Kind Rewind,"In New Jersey, clerks erase footage of the tapes in their video rental store. They reshoot every film with their own camera with a budget of no money.",Michel Gondry,"Jack Black,
Mos Def,
Danny Glover","Jean-Michel Bernard,
Melissa Manchester",
02/22/2008,Charlie Bartlett,The wealthy teenage son of a depressed mother gives therapeutic advice and prescription drugs to his new high school peers to become popular.,Jon Poll,"Anton Yelchin,
Hope Davis,
Robert Downey Jr.",Christophe Beck,
02/22/2008,Vantage Point,"The attempted assassination of the American President in Spain is told from the perspectives of the Secret Service, police, tourists, and terrorists.",Pete Travis,"Dennis Quaid,
Matthew Fox,
Forest Whitaker",Atli Örvarsson,
02/29/2008,Penelope,"In London, an aristocratic heiress is born with the nose and ears of a pig due to the curse of a witch. She desires the love of a noble suitor to break it.",Mark Palansky,"Christina Ricci,
James McAvoy,
Catherine O'Hara",Joby Talbot,
02/29/2008,Semi-Pro,"Jackie Moon, the owner-coach-player of the ABA's Flint, Michigan Tropics, rallies his teammates to make their NBA dreams come true.",Kent Alterman,"Will Ferrell,
Woody Harrelson,
André Benjamin",Theodore Shapiro,
02/29/2008,The Other Boleyn Girl,"Beautiful sisters Anne and Mary Boleyn, driven by their family’s blind ambition, compete for the love of the handsome and passionate King Henry VIII.",Justin Chadwick,"Natalie Portman,
Scarlett Johansson,
Eric Bana",Paul Cantelon,
03/07/2008,"10,000 BC","D'Leh is a Yagahl mammoth hunter who connects with Evolet. After a warlord's horse riders capture her, he works with the Naku tribe to rescue her.",Roland Emmerich,"Steven Strait,
Camilla Belle,
Cliff Curtis","Harald Kloser,
Thomas Wander",
03/07/2008,College Road Trip,"When a top high school student decides to travel around the country wanting to go to Georgetown, her cop father decides to drive her to protect her.",Roger Kumble,"Martin Lawrence,
Raven-Symoné,
Donny Osmond",Edward Shearmur,
03/07/2008,The Bank Job,"In 1971 London, a team targets a roomful of safe deposit boxes worth millions in cash and jewelry along with a treasure trove of photograph secrets.",Roger Donaldson,"Jason Statham,
Saffron Burrows,
Richard Lintern",J. Peter Robinson,
03/14/2008,Funny Games,"When Ann, husband George, and son Georgie go to their lake house, they are taken hostage by two young men who torture them with sadistic games.",Michael Haneke,"Naomi Watts,
Tim Roth,
Michael Pitt",N/A,
03/14/2008,Horton Hears a Who!,Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.,"Jimmy Hayward,
Steve Martino","Jim Carrey,
Steve Carell,
Carol Burnett",John Powell,
03/21/2008,Drillbit Taylor,"Three high school freshmen hire a low-budget bodyguard to protect them from two bullies, not realizing he is homeless and deserted the Army.",Steven Brill,"Owen Wilson,
Leslie Mann,
Danny McBride",Christophe Beck,
03/21/2008,Meet the Browns,"A single mother loses her job and takes her family to Georgia for the funeral of her father, whom she never met. They encounter the crass, fun Browns.",Tyler Perry,"Angela Bassett,
Rick Fox,
Margaret Avery",Aaron Zigman,
03/28/2008,21,Poor math major Ben and five other MIT students are coached by Professor Marty to be experts in card counting and earn millions at Vegas casinos.,Robert Luketic,"Jim Sturgess,
Kate Bosworth,
Kevin Spacey",David Sardy,
03/28/2008,Stop-Loss,Veteran Brandon returns from his completed tour in Iraq but finds himself ordered to return to field duty. His friends try to adjust to being back home.,Kimberly Peirce,"Ryan Phillippe,
Abbie Cornish,
Channing Tatum",John Powell,
03/28/2008,Superhero Movie,"Orphaned high school student Rick Riker is bitten by a radioactive dragonfly, gains powers but not flight, and becomes a hero against the Hourglass.",Craig Mazin,"Drake Bell,
Sara Paxton,
Christopher McDonald",James L. Venable,
