Release,Title,Synopsis,Directed By,Lead Actors,Music By,Notes
04/22/1962,The Man Who Shot Liberty Valance,"25 years later, a senator, who became famous for killing a notorious outlaw, returns for the funeral of an old friend and tells the truth about his deed.",John Ford,"John Wayne,
James Stewart,
Lee Marvin",Cyril J. Mockridge,
06/13/1962,Lolita,A middle-aged British novelist becomes obsessed with the teenage daughter of the woman who runs the boarding house he comes to stay at.,Stanley Kubrick,"James Mason,
Shelley Winters,
Peter Sellers","Nelson Riddle,
Bob Harris",
06/19/1962,The Music Man,"In 1912, con man Harold Hill comes to River City, Iowa with a scam using a boy’s marching band program, but a kind librarian tries to discredit him.",Morton DaCosta,"Robert Preston,
Shirley Jones,
Buddy Hackett","Meredith Willson,
Ray Heindorf",
08/15/1962,The Phantom of the Opera,"In 1900, an acid-scarred composer has his dwarf helper bring a young opera singer to his London sewer hideout so he can groom her to play a part.",Terence Fisher,"Herbert Lom,
Heather Sears,
Edward de Souza",Edwin Astley,
10/04/1962,The Longest Day,"On June 6th, 1944, U.S., French, German, and British soldiers experience the D-Day landings at Normandy. Allies invade while Axis forces defend.","Ken Annakin,
Andrew Marton,
Bernhard Wicki","John Wayne,
Henry Fonda,
Robert Mitchum",Maurice Jarre,
10/24/1962,The Manchurian Candidate,"A Korean War veteran, part of a political family, is brainwashed to be an assassin by communists after his platoon is taken. He targets a nominee.",John Frankenheimer,"Frank Sinatra,
Laurence Harvey,
Janet Leigh",David Amram,
10/31/1962,What Ever Happened to Baby Jane?,"Jane Hudson, a successful child star, cares for her crippled sister, whose career in later years eclipsed her own, in an old Hollywood mansion. ",Robert Aldrich,"Bette Davis,
Joan Crawford,
Victor Buono",Frank De Vol,
12/16/1962,Lawrence of Arabia,"During World War I, a British lieutenant aids Arab tribes in their revolt against the Ottoman Empire. He evolves into a messianic figure for Arab unity.",David Lean,"Peter O'Toole,
Alec Guinness,
Anthony Quinn",Maurice Jarre,
12/25/1962,To Kill a Mockingbird,"In 1930s Alabama, lawyer Atticus defends a black man against a false rape charge. His two children Jem and Scout search for neighbor Boo Radley.",Robert Mulligan,"Gregory Peck,
Mary Badham,
Phillip Alford",Elmer Bernstein,
02/20/1963,How the West Was Won,"From 1839 to 1889, the Prescott family participate in Westward expansion, going through the Gold Rush, the Civil War, and the building of railroads.","Henry Hathaway,
John Ford,
George Marshall","Carroll Baker,
Lee J. Cobb,
Henry Fonda",Alfred Newman,
03/28/1963,The Birds,"Socialite Melanie follows lawyer Mitch to Bodega Bay with lovebirds, but fowl of all kinds suddenly begin to attack people. Melanie hides in a house.",Alfred Hitchcock,"Rod Taylor,
Tippi Hedren,
Jessica Tandy",N/A,
04/04/1963,Bye Bye Birdie,A rock singer travels to an Ohio town to make his farewell performance and kiss a fan before the draft. A songwriter wants him to sing his tune.,George Sidney,"Janet Leigh,
Dick Van Dyke,
Ann-Margret","Johnny Green,
Charles Strouse,
Lee Adams",
05/07/1963,Sanjuro,"A crafty samurai helps a young man and his clansmen save his uncle, who has been framed and imprisoned by a corrupt superintendent.",Akira Kurosawa,"Toshiro Mifune,
Tatsuya Nakadai,
Keiju Kobayashi",Masaru Sato,Yojimbo 2
05/08/1963,Dr. No,Bond visits Jamaica to investigate a colleague's murder and the radio disruption of the U.S. space program by a scientific genius with his own island.,Terence Young,"Sean Connery,
Ursula Andress,
Joseph Wiseman",Monty Norman,James Bond 1
06/04/1963,The Nutty Professor,"To improve his social life, nerdish professor Julius Kelp drinks a potion that temporarily turns him into the handsome, but obnoxious, Buddy Love.",Jerry Lewis,"Jerry Lewis,
Stella Stevens,
Del Moore",Walter Scharf,
06/12/1963,Cleopatra,"Starting in 48 B.C., a queen of Egypt manipulates both leaders Julius Caesar and Mark Antony in her ill-fated attempt to save the Egyptian empire.",Joseph L. Mankiewicz,"Elizabeth Taylor,
Richard Burton,
Rex Harrison",Alex North,
06/19/1963,Jason and the Argonauts,"Jason goes to Thessaly to claim his fated throne. With an Argonaut crew and the help of Hera, he sets out on a voyage to seek the Golden Fleece.",Don Chaffey,"Todd Armstrong,
Nancy Kovack,
Gary Raymond",Bernard Herrmann,
07/04/1963,The Great Escape,"Imprisoned during World War II in a German prisoner-of-war camp, Allied soldiers intend to break out to escape and draw Nazi forces away.",John Sturges,"Steve McQueen,
James Garner,
Richard Attenborough",Elmer Bernstein,
08/31/1963,Stray Dog,"During a sweltering summer in Tokyo, a rookie homicide detective with a veteran as a partner tries to locate his Colt pistol stolen by a criminal.",Akira Kurosawa,"Toshiro Mifune,
Takashi Shimura,
Keiko Awaji",Fumio Hayasaka,
09/18/1963,The Haunting,"For 90 years, Hill House's inhabitants have met tragic ends. A doctor assembles a team whom he believes can prove whether the house is haunted.",Robert Wise,"Julie Harris,
Claire Bloom,
Richard Johnson",Humphrey Searle,
10/01/1963,Lilies of the Field,"When traveling black handyman Homer stops by an Arizona farm, he is welcomed by nuns who believe God sent him to help build them a chapel.",Ralph Nelson,"Sidney Poitier,
Lilia Skala,
Stanley Adams",Jerry Goldsmith,
10/02/1963,Johnny Cool,"Johnny Colini, an exiled American living in Rome, rescues a Sicilian fugitive from the police. He is trained and renamed before a mission of revenge.",William Asher,"Henry Silva,
Elizabeth Montgomery,
Richard Anderson",Billy May,
11/07/1963,"It's a Mad, Mad, Mad, Mad World","In a California desert, five motorists observe a car crash. When the driver's dying words indicate the location of a secret stash of loot, they race to win.",Stanley Kramer,"Spencer Tracy,
Milton Berle,
Sid Caesar",Ernest Gold,
11/13/1963,McLintock!,An aging rancher uses influence to keep peace in the territory. He deals with the return of his wife seeking divorce and his newly engaged daughter.,Andrew V. McLaglen,"John Wayne,
Maureen O'Hara,
Patrick Wayne",De Vol,
11/20/1963,The Incredible Journey,"Three pets, a cat and two dogs, lose their owners when they are all on vacation. They try to find their way home through forests and mountains.",Fletcher Markle,"Émile Genest,
John Drainie,
Sandra Scott",Oliver Wallace,
11/26/1963,High and Low,"In Japan, an executive struggling to gain control of a shoe company receives threats when his chauffeur's son is kidnapped and held for ransom.",Akira Kurosawa,"Toshiro Mifune,
Tatsuya Nakadai,
Kyōko Kagawa",Masaru Sato,
12/05/1963,Charade,"After her husband's murder, Regina is chased in Paris by three men wanting money he stole. She turns to a charming American stranger for help.",Stanley Donen,"Cary Grant,
Audrey Hepburn,
Walter Matthau",Henry Mancini,
12/18/1963,4 for Texas,"Sharpshooters Zack and Joe are in a stagecoach and manage to fight off Matson's robber gang, so then fight over the $100,000 carried by an official.",Robert Aldrich,"Frank Sinatra,
Dean Martin,
Anita Ekberg",Nelson Riddle,
12/25/1963,"Captain Newman, M.D.","In 1944 Yuma, Army doctor Josiah is in charge of a neuropsychiatric ward at Colfax Army Air Field's military hospital. He deals with struggling patients.",David Miller,"Gregory Peck,
Tony Curtis,
Angie Dickinson",Frank Skinner,
12/25/1963,The Sword in the Stone,"A poor boy named Arthur learns the power of love, knowledge, and bravery with the help of the wizard Merlin in the path to become a king.",Wolfgang Reitherman,"Rickie Sorensen,
Karl Swenson,
Junius Matthews",George Bruns,
01/29/1964,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"An unbalanced general sends his bomber wing to destroy the USSR, a move the War Room full of politicians and generals frantically tries to prevent.",Stanley Kubrick,"Peter Sellers,
George C. Scott,
Sterling Hayden",Laurie Johnson,
03/11/1964,Becket,"King Henry II of England comes to terms with his affection for his close Saxon friend and confidant, who finds true honor observing God's divine will.",Peter Glenville,"Richard Burton,
Peter O'Toole,
John Gielgud",Laurence Rosenthal,
03/18/1964,The Pink Panther,The bumbling Inspector Clouseau travels to Rome to catch a notorious jewel thief known as the Phantom before he steals a large diamond.,Blake Edwards,"David Niven,
Peter Sellers,
Robert Wagner",Henry Mancini,
03/28/1964,The Incredible Mr. Limpet,"In 1941, shy bookkeeper Henry Limpet turns into a talking fish and helps the U.S. Navy locate and hit Nazi submarines with help from a hermit crab.",Arthur Lubin,"Don Knotts,
Carole Cook,
Jack Weston",Frank Perkins,
04/08/1964,Paris When It Sizzles,"Gabrielle, the sprightly assistant of the Hollywood screenwriter Richard helps him over his writer's block by acting out his fantasies of possible plots.",Richard Quine,"Audrey Hepburn,
William Holden,
Grégoire Aslan",Nelson Riddle,
05/06/1964,The Last Man on Earth,"When a disease turns almost all humans into the living dead, the lone healthy survivor Robert kills vampires during the day and stays home at night.","Sidney Salkow,
Ubaldo B. Ragona","Vincent Price,
Franca Bettoia,
Emma Danieli","Paul Sawtell,
Bert Shefter",
05/20/1964,Viva Las Vegas,A race car driver preparing for the Grand Prix wiles his time in Las Vegas as a waiter to pay for his new engine. He falls for a beautiful woman.,George Sidney,"Elvis Presley,
Ann-Margret,
Cesare Danova",George E. Stoll,
05/27/1964,From Russia with Love,"SPECTRE operatives exploit a Soviet cipher clerk to lure Bond to help them get a decoding device. He meets her in Istanbul, where he must escape.",Terence Young,"Sean Connery,
Daniela Bianchi,
Pedro Armendáriz","John Barry,
Lionel Bart,
Monty Norman",James Bond 2
06/23/1964,A Shot in the Dark,Inspector Clouseau investigates the murder of a politically influential industrial tycoon's chauffeur at a country estate. A maid is the main suspect.,Blake Edwards,"Peter Sellers,
Elke Sommer,
George Sanders",Henry Mancini,The Pink Panther 2
06/24/1964,Robin and the 7 Hoods,"In 1920s Chicago, Guy betrays boss Big Jim. His ally Robbo forms a team and becomes a criminal who robs from the rich and then gives to the poor.",Gordon Douglas,"Frank Sinatra,
Dean Martin,
Bing Crosby",Nelson Riddle,
07/22/1964,Marnie,"In Philadelphia, a rich widower marries a habitual thief who fears thunderstorms and is repulsed by intimacy, and tries to help her resolve her issues.",Alfred Hitchcock,"Tippi Hedren,
Sean Connery,
Diane Baker",Bernard Herrmann,
08/11/1964,A Hard Day's Night,The young Beatles struggle to keep themselves and Paul's mischievous grandfather in check while preparing for a live television performance.,Richard Lester,"John Lennon,
Paul McCartney,
George Harrison","George Martin,
John Lennon,
Paul McCartney",
08/27/1964,Mary Poppins,"In 1910 London, a magical nanny employs music and adventure to help ignored Jane and Michael become closer to their preoccupied banker father.",Robert Stevenson,"Julie Andrews,
Dick Van Dyke,
David Tomlinson","Richard M. Sherman,
Robert B. Sherman,
Irwin Kostal",
09/17/1964,Godzilla vs. the Thing,"A typhoon washes ashore a gigantic egg claimed by greedy entrepreneurs who refuse to return it to Mothra, as Godzilla washes ashore as well.",Ishirō Honda,"Akira Takarada,
Yuriko Hoshi,
The Peanuts",Akira Ifukube,Japan Godzilla 4
10/03/1964,Cheyenne Autumn,"In 1878, the Cheyenne, tired of broken promises by the government, head for their ancestral lands, but a cavalry officer is asked to bring them back.",John Ford,"Richard Widmark,
Carroll Baker,
Karl Malden",Alex North,
10/21/1964,My Fair Lady,A snobbish phonetics professor agrees to a bet that he can make a Cockney flower girl pass for a cultured woman. He grants her speech lessons.,George Cukor,"Audrey Hepburn,
Rex Harrison,
Stanley Holloway",Frederick Loewe,
12/21/1964,Goldfinger,"A gold magnate initiates Operation Grand Slam, a scheme to raid Fort Knox and ruin the economy. With an Aston Martin DB5, Bond stops the plan.",Guy Hamilton,"Sean Connery,
Honor Blackman,
Gert Fröbe",John Barry,James Bond 3
12/31/1964,The Curse of the Mummy's Tomb,"In 1900, when archaeologists and one American investor ship an Egyptian mummy's sarcophagus to London, a magical amulet revives the mummy.",Michael Carreras,"Terence Morgan,
Fred Clark,
Ronald Howard",Carlo Martelli,Hammer Mummy 2
03/02/1965,The Sound of Music,"In 1938 Austria, nun Maria becomes a governess to the seven children of a widowed naval captain, bringing all of them a new love of life and music.",Robert Wise,"Julie Andrews,
Christopher Plummer,
Eleanor Parker","Richard Rodgers,
Oscar Hammerstein II,
Irwin Kostal",
03/16/1965,Major Dundee,"In 1864, a Union officer decides to illegally cross the border and destroy the Apache, using Union soldiers, Confederate POWs, and mercenaries.",Sam Peckinpah,"Charlton Heston,
Richard Harris,
Jim Hutton",Daniele Amfitheatrof,
06/17/1965,The Collector,A young Englishman stalks a beautiful art student before abducting and holding her captive in the basement of his farmhouse. She plans to escape.,William Wyler,"Terence Stamp,
Samantha Eggar,
Mona Washbourne",Maurice Jarre,
06/24/1965,Cat Ballou,"A schoolteacher hires a gunman legend to protect her father's ranch, and later to avenge his murder. Because he is a drunk, she becomes an outlaw.",Elliot Silverstein,"Jane Fonda,
Lee Marvin,
Michael Callan",Frank De Vol,
06/24/1965,The Sons of Katie Elder,"A beloved ranch owner has four sons: a gunman, a gambler, a student, and a hardware dealer, who decide at her funeral to live to her expectations.",Henry Hathaway,"John Wayne,
Dean Martin,
Martha Hyer",Elmer Bernstein,
09/13/1965,"Ghidrah, the Three-Headed Monster","As a princess disappears, a prophetess arrives. She warns of the return of Godzilla and Rodan, and a new civilization-destroying space monster.",Ishirō Honda,"Yosuke Natsuki,
Hiroshi Koizumi,
Yuriko Hoshi",Akira Ifukube,Japan Godzilla 5
09/24/1965,Marriage on the Rocks,"After 19 years of marriage, workaholic Dan's wife Valerie is frustrated. She has a quick divorce, but before she can undo it, she marries buddy Ernie.",Jack Donohue,"Frank Sinatra,
Deborah Kerr,
Dean Martin",Nelson Riddle,
10/03/1965,The Hill,"In a North African military prison during World War II, five new prisoners struggle to survive in the face of brutal punishment and sadistic guards.",Sidney Lumet,"Sean Connery,
Harry Andrews,
Ian Bannen",N/A,
10/27/1965,The Cincinnati Kid,"In 1930s New Orleans, an up-and-coming poker player tries to prove himself in a high-stakes match against a longtime master of the game.",Norman Jewison,"Steve McQueen,
Edward G. Robinson,
Ann-Margret",Lalo Schifrin,
12/02/1965,That Darn Cat!,"After a kidnapped bank teller replaces the collar of a neighbor's cat, DC, with a help message, the FBI assigns an agent allergic to cats to the case.",Robert Stevenson,"Hayley Mills,
Dean Jones,
Dorothy Provine",Robert F. Brunner,
12/22/1965,Thunderball,Bond goes to the Bahamas to recover two NATO nuclear warheads stolen by one-eyed SPECTRE agent Largo and to contact his mistress Domino.,Terence Young,"Sean Connery,
Claudine Auger,
Adolfo Celi",John Barry,James Bond 4
01/12/1966,Dracula: Prince of Darkness,"Two couples traveling in Europe decide to head to Karlsbad dire local warnings. Dracula comes back to life, stalking all four of his castle's new visitors.",Terence Fisher,"Christopher Lee,
Barbara Shelley,
Andrew Keir",James Bernard,Hammer Dracula 3
01/20/1966,The Ghost and Mr. Chicken,"In Kansas, a timid typesetter cannot become a reporter until he tries to solve a murder mystery and spends a ghosty night in a haunted mansion.",Alan Rafkin,"Don Knotts,
Joan Staley,
Liam Redmond",Vic Mizzy,
06/22/1966,Who's Afraid of Virginia Woolf?,"A bitter, inebriated middle-aged couple use their young houseguests to fuel anguish and emotional pain towards each other during a stressful night.",Mike Nichols,"Elizabeth Taylor,
Richard Burton,
George Segal",Alex North,
07/13/1966,How to Steal a Million,"When an artist's forgery of a prized sculpture winds up in a Paris museum, his daugher teams up with a burglar to steal it and protect his secret.",William Wyler,"Audrey Hepburn,
Peter O'Toole,
Eli Wallach",John Williams,
07/14/1966,Torn Curtain,An American scientist publicly defects to East Germany to find the solution for a formula resin before planning an escape west with his fiancée.,Alfred Hitchcock,"Paul Newman,
Julie Andrews,
Lila Kedrova",John Addison,
07/30/1966,Batman,"Batman and Robin battle a team of the Joker, the Penguin, the Riddler, and the Catwoman, who use a dehydrator to capture the Security Counci.",Leslie H. Martinson,"Adam West,
Burt Ward,
Lee Meriwether",Nelson Riddle,
08/03/1966,A Man Called Adam,Black jazz cornetist Adam feels guilty after driving drunk in an accident that killed his family. Claudia begins a relationship with him. He loses his spirit.,Leo Penn,"Sammy Davis Jr.,
Louis Armstrong,
Ossie Davis",Benny Carter,
08/24/1966,Alfie,"In London, a womanizing chauffeur who cheats on numerous women, fearing commitment, starts to understand the consequences of his lifestyle.",Lewis Gilbert,"Michael Caine,
Shelley Winters,
Millicent Martin",Sonny Rollins,
10/19/1966,The Fortune Cookie,A cameraman is injured when a football player runs into him. His conniving lawyer brother-in-law convinces him to pretend he has been paralyzed.,Billy Wilder,"Jack Lemmon,
Walter Matthau,
Ron Rich",André Previn,
10/26/1966,Texas Across the River,"In 1845 Texas, a Louisiana belle is courted by a wanted Spanish nobleman and a Texas brawling gunrunner. Their duel is stopped by Comanches.",Michael Gordon,"Dean Martin,
Alain Delon,
Rosemary Forsyth",Frank De Vol,
11/14/1966,Fahrenheit 451,"In an oppressive future, a fireman whose duty is to destroy all books begins to question his task after he meets a teacher with unorthodox views.",François Truffaut,"Oskar Werner,
Julie Christie,
Cyril Cusack",Bernard Herrmann,
12/01/1966,Django,A gunslinger dragging a coffin and a mixed-race prostitute are embroiled in a bitter feud between Southern racists and Mexican revolutionaries.,Sergio Corbucci,"Franco Nero,
Loredana Nusciak,
José Bódalo",Luis Bacalov,
12/12/1966,A Man for All Seasons,"In 1529, Sir Thomas More refuses both to sign a letter asking to annul Henry VIII's marriage and to take an oath declaring him Head of the Church.",Fred Zinnemann,"Paul Scofield,
Wendy Hiller,
Leo McKern",Georges Delerue,
01/18/1967,A Fistful of Dollars,"A wandering gunfighter enters a Mexican village and plays two rival families against each other in a town torn apart by greed, pride, and revenge.",Sergio Leone,"Clint Eastwood,
Marianne Koch,
Josef Egger",Ennio Morricone,
02/21/1967,One Million Years B.C.,"Tumak is banished from his savage tribe after he argues for meat. He meets Loana, who belongs to a gentler coastal tribe. He fights for her favors.",Don Chaffey,"Raquel Welch,
John Richardson,
Percy Herbert",Mario Nascimbene,
03/15/1967,The Mummy's Shroud,"In 1920, an archaeological expedition encounters the tomb of an ancient Egyptian child prince. The team soon find themselves targeted by a mummy.",John Gilling,"André Morell,
John Phillips,
David Buck",Don Banks,Hammer Mummy 3
03/17/1967,Chimes at Midnight,"Massive Sir John Falstaff is young Prince Hal's drinking companion. He philosophizes comically, goes to war, and meets his final disappointment.",Orson Welles,"Orson Welles,
Jeanne Moreau,
Margaret Rutherford",Angelo Francesco Lavagnino,
03/21/1967,Hombre,"In Arizona, Apache-raised John heads home for his inheritance. He rides a stagecoach with uncivil passengers that soon need him against outlaws.",Martin Ritt,"Paul Newman,
Fredric March,
Richard Boone",David Rose,
04/27/1967,Two for the Road,"In 1954 France, architect Mark meets Joanna in a girls' choir. Over 12 years, they marry, raise a daughter, and spin down the highway of infidelity.",Stanley Donen,"Audrey Hepburn,
Albert Finney,
Eleanor Bron",Henry Mancini,
04/28/1967,Casino Royale,"Bond is called back out of retirement to deal with SMERSH. To trick them, he thinks up the ultimate plan: all MI6 agents take the name James Bond.","John Huston,
Ken Hughes,
Robert Parrish,
Joseph McGrath,
Val Guest","Peter Sellers,
Ursula Andress,
Barbara Bouchet",Burt Bacharach,Non-Eon James Bond
05/10/1967,For a Few Dollars More,A ruthless outlaw and his gang rob citizens. Two bounty hunters come to collect a prize. They view each other as rivals but then agree to collaborate.,Sergio Leone,"Clint Eastwood,
Lee Van Cleef,
Gian Maria Volonté",Ennio Morricone,
05/27/1967,The War Wagon,"A rancher who was shot, robbed, and imprisoned returns to steal a gold shipment in an armored stagecoach from a businessman who framed him.",Burt Kennedy,"John Wayne,
Kirk Douglas,
Howard Keel",Dimitri Tiomkin,
06/13/1967,You Only Live Twice,Bond and the Japanese Secret Service must find the culprit of a series of space hijackings before a conflict is provoked between Russia and America.,Lewis Gilbert,"Sean Connery,
Akiko Wakabayashi,
Mie Hama",John Barry,James Bond 5
06/14/1967,"To Sir, with Love","In London, Mark Thackeray from British Guyana, while waiting for an engineering job, takes on a teaching post with difficult teenagers from slums.",James Clavell,"Sidney Poitier,
Judy Geeson,
Christian Roberts",Ron Grainer,
06/15/1967,The Dirty Dozen,"In 1944, a rebellious U.S. Army Major is assigned twelve convicted murderers to train and lead them into an assassination mission of German officers.",Robert Aldrich,"Lee Marvin,
Ernest Borgnine,
Charles Bronson",Frank De Vol,
08/02/1967,In the Heat of the Night,"In Mississippi, black police detective Virgil Tibbs is asked to investigate a murder in a hostile town. He works with initially racist police chief Gillespie.",Norman Jewison,"Sidney Poitier,
Rod Steiger,
Lee Grant",Quincy Jones,
08/13/1967,Bonnie and Clyde,"In 1930, waitress Bonnie falls in love with ex-con Clyde. They begin a violent crime spree through the country, stealing vehicles and robbing banks.",Arthur Penn,"Warren Beatty,
Faye Dunaway,
Michael J. Pollard",Charles Strouse,
10/18/1967,Clambake,The young heir to an oil fortune trades places with a water skiing instructor at a Florida hotel to see if girls will like him rather than his father's money.,Arthur H. Nadel,"Elvis Presley,
Will Hutchins,
Shelley Fabares",Jeff Alexander,
10/18/1967,The Jungle Book,"A serious black panther and a carefree bear try to convince boy Mowgli to leave the Indian jungle for human civilization, while a tiger wants to eat him.",Wolfgang Reitherman,"Phil Harris,
Sebastian Cabot,
George Sanders",George Bruns,
10/25/1967,Camelot,Illegitimate Mordred's plot to gain the throne and Guenevere's growing love of Lancelot threaten to topple King Arthur and destroy his Round Table.,Joshua Logan,"Richard Harris,
Vanessa Redgrave,
Franco Nero",Frederick Loewe,
10/26/1967,Wait Until Dark,A recently blinded woman alone in her apartment is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe she has.,Terence Young,"Audrey Hepburn,
Alan Arkin,
Richard Crenna",Henry Mancini,
11/01/1967,Cool Hand Luke,"After a petty criminal is sentenced to two years in a Florida prison farm, he shows unbreakable will to a sadistic warden and to the convicts' leader.",Stuart Rosenberg,"Paul Newman,
George Kennedy,
J. D. Cannon",Lalo Schifrin,
12/10/1967,Bedazzled,A loser cook in love with a waitress sells his soul to the Devil in exchange for seven wishes but still has trouble winning over the girl of his dreams.,Stanley Donen,"Peter Cook,
Dudley Moore,
Eleanor Bron",Dudley Moore,
12/12/1967,Guess Who's Coming to Dinner,"When a free-thinking white woman and a black doctor are engaged, they go to San Francisco to meet all their parents, who confront their racism.",Stanley Kramer,"Spencer Tracy,
Sidney Poitier,
Katharine Hepburn",Frank De Vol,
12/19/1967,Doctor Dolittle,"After an animal communicating veterinarian goes too far for his clientele, he and his friends escape home to the sea to find the Great Pink Sea Snail.",Richard Fleischer,"Rex Harrison,
Samantha Eggar,
Anthony Newley","Leslie Bricusse,
Lionel Newman,
Alexander Courage",
12/21/1967,The Graduate,"21-year-old Benjamin is seduced by a housewife, Mrs. Robinson, a friend of his parents. The tryst is complicated when he meets her daughter Elaine.",Mike Nichols,"Anne Bancroft,
Dustin Hoffman,
Katharine Ross","Paul Simon,
Dave Grusin",
12/29/1967,"The Good, the Bad and the Ugly","In 1862, a bounty hunting scam joins Blondie and Tuco in an uneasy alliance against Angel Eyes in a race to locate gold buried in a remote cemetery.",Sergio Leone,"Clint Eastwood,
Eli Wallach,
Lee Van Cleef",Ennio Morricone,
02/08/1968,Planet of the Apes,"Three astronauts crash-land on a planet where intelligent, talking apes are the dominant species, and humans are oppressed and enslaved.",Franklin J. Schaffner,"Charlton Heston,
Roddy McDowall,
Maurice Evans",Jerry Goldsmith,
03/18/1968,The Producers,"A Broadway producer and an accountant plan to make a fortune by creating a surefire flop based on Hitler, but it somehow becomes a smash hit.",Mel Brooks,"Zero Mostel,
Gene Wilder,
Dick Shawn",John Morris,
04/03/1968,2001: A Space Odyssey,"After discovering a mysterious artifact buried beneath the lunar surface, mankind tries to find its origins with help from supercomputer HAL 9000.",Stanley Kubrick,"Keir Dullea,
Gary Lockwood,
William Sylvester",N/A,
04/10/1968,Will Penny,An aging cowboy gets a line camp job on a cattle spread and finds his isolated cabin is already occupied by a husbandless woman and her son.,Tom Gries,"Charlton Heston,
Joan Hackett,
Donald Pleasence",David Raksin,
05/02/1968,The Odd Couple,"After a man becomes suicidal over his impending divorce, he moves in with his best friend. Their ideas of housekeeping and lifestyles are different.",Gene Saks,"Jack Lemmon,
Walter Matthau,
John Fiedler",Neal Hefti,
06/12/1968,Rosemary's Baby,"Rosemary and her actor husband move to a New York apartment with peculiar neighbors. After she is pregnant, she believes they want her baby boy.",Roman Polanski,"Mia Farrow,
John Cassavetes,
Ruth Gordon",Krzysztof Komeda,
06/19/1968,The Green Berets,"During the Vietnam War, Colonel Mike Kirby picks two teams for a mission in South Vietnam. They try to control a camp and then kidnap a general.","John Wayne,
Ray Kellogg","John Wayne,
David Janssen,
Jim Hutton",Miklós Rózsa,
06/26/1968,The Thomas Crown Affair,"A debonair bank executive believes he has pulled off the perfect multi-million dollar heist, only to match wits with a focused insurance investigator.",Norman Jewison,"Steve McQueen,
Faye Dunaway,
Paul Burke",Michel Legrand,
07/19/1968,Inspector Clouseau,Inspector Clouseau works at Scotland Yard to help the government recover the loot from a great train robbery. Imposters wearing masks interfere.,Bud Yorkin,"Alan Arkin,
Frank Finlay,
Patrick Cargill",Ken Thorne,The Pink Panther 3
07/31/1968,Hang 'Em High,"In 1889 Oklahoma, when an innocent man barely survives a lynching, he returns as a lawman, now determined to bring the nine vigilantes to justice.",Ted Post,"Clint Eastwood,
Inger Stevens,
Ed Begley",Dominic Frontiere,
09/08/1968,Who's That Knocking at My Door,"In New York, when J.R. gets involved with a local girl, he decides to marry and settle down, but he cannot handle learning that she was once raped.",Martin Scorsese,"Harvey Keitel,
Zina Bethune,
Ann Collette",N/A,
09/18/1968,Funny Girl,"In New York, comedienne Fanny Brice rises from Jewish slums to the Ziegfeld Follies. She marries and later divorces her second husband Nicky.",William Wyler,"Barbra Streisand,
Omar Sharif,
Kay Medford","Jule Styne,
Bob Merrill",
09/18/1968,Salt and Pepper,"After discovering the body of a murdered agent in their Soho nightclub, its owners Charles Salt and Christopher participate in a fumbling investigation.",Richard Donner,"Sammy Davis Jr.,
Peter Lawford,
Michael Bates",John Dankworth,
10/01/1968,Night of the Living Dead,Ben tries to control the situation as a ragtag group of Pennsylvanians takes refuge in an abandoned farmhouse when corpses rise to devour humans.,George A. Romero,"Judith O'Dea,
Duane Jones,
Marilyn Eastman",N/A,
10/02/1968,Coogan's Bluff,Veteran deputy sheriff from Arizona Coogan goes to New York City to extradite murderer Ringerman but cannot capture him until doctors release him.,Don Siegel,"Clint Eastwood,
Susan Clark,
Don Stroud",Lalo Schifrin,
10/10/1968,Barbarella,"In the 41st century, an astronaut sets out to locate and stop the evil scientist Durand Durand, whose positronic ray threatens to bring evil to the galaxy.",Roger Vadim,"Jane Fonda,
John Phillip Law,
Marcel Marceau","Bob Crewe,
Charles Fox",
10/17/1968,Bullitt,SFPD detective Frank is determined to locate the underworld kingpin that killed the Chicago Outfit witness in the protection of him and two partners.,Peter Yates,"Steve McQueen,
Robert Vaughn,
Jacqueline Bisset",Lalo Schifrin,
10/30/1968,The Lion in Winter,"In Christmas 1183, King Henry II's three sons all want him to give them the throne. He prefers his youngest son, but his wife favors their oldest son.",Anthony Harvey,"Peter O'Toole,
Katharine Hepburn,
Anthony Hopkins",John Barry,
11/13/1968,Yellow Submarine,"The Beatles agree to accompany Captain Fred in his yellow submarine and go to Pepperland to free it from the fierce, music-hating Blue Meanies.",George Dunning,"Paul Angelis,
John Clive,
Dick Emery","Lennon–McCartney,
George Harrison,
Ringo Starr",
12/10/1968,Oliver!,"In England, after being sold to an undertaker, a young orphan runs away and meets a group of boys trained to be pickpockets by a fatherly thief.",Carol Reed,"Ron Moody,
Mark Lester,
Jack Wild",Johnny Green,
12/18/1968,Chitty Chitty Bang Bang,"An unlucky inventor turns a broken-down Grand Prix car into a fancy one for his children, and then they adventure to save their grandfather far away.",Ken Hughes,"Dick Van Dyke,
Sally Ann Howes,
Adrian Hall","Irwin Kostal,
Richard M. Sherman,
Robert B. Sherman",
12/24/1968,The Love Bug,"A race car driver teams up with Volkswagen Bug Herbie, who has a mind of its own, not realizing his worth until a sneaky rival plots to steal him.",Robert Stevenson,"Dean Jones,
Michele Lee,
David Tomlinson",George Bruns,Herbie 1
